Year,Holdeplassnavn,Holdeplassid,KommuneNavn,NsrQuayID,Longitude,Latitude,Snitt påstigende pr dag,Snitt avstigende pr dag,Snitt ombord pr dag,Totalt påstigende,Totalt avstigende
2023,Sandvik,12636537,Alver,NSR:Quay:52407,"5,34955","60,61901",0,0,"2,6",0,0
2024,Sandvik,12636537,Alver,NSR:Quay:52407,"5,34955","60,61901",0,0,"2,2",0,0
2023,Sandvik,12636538,Alver,NSR:Quay:52409,"5,3496","60,6189",0,0,,0,0
2024,Sandvik,12636538,Alver,NSR:Quay:52409,"5,3496","60,6189",0,0,,0,0
2023,Sandvikhavn,12447011,Austevoll,NSR:Quay:50196,"5,29997","60,05746",0,0,"7,9",1,0
2024,Sandvikhavn,12447011,Austevoll,NSR:Quay:50196,"5,29997","60,05746",0,0,"8,4",0,0
2023,Sandvikhavn,12447016,Austevoll,NSR:Quay:50197,"5,29985","60,0573",0,0,"11,1",1,1
2024,Sandvikhavn,12447016,Austevoll,NSR:Quay:50197,"5,29985","60,0573",0,0,"11,6",0,0
2023,Sandvikskirken,12011120,Bergen,NSR:Quay:53279,"5,32408","60,40548",1,45,"108,0",65,4724
2024,Sandvikskirken,12011120,Bergen,NSR:Quay:53279,"5,32408","60,40548",1,48,"110,8",52,3809
2023,Sandvikskirken,12011121,Bergen,NSR:Quay:53278,"5,32255","60,40488",27,0,"171,2",2883,30
2024,Sandvikskirken,12011121,Bergen,NSR:Quay:53278,"5,32255","60,40488",28,0,"171,9",2245,18
2023,Sandvikstorget,12011105,Bergen,NSR:Quay:53250,"5,32221","60,40703",649,220,"6276,4",68182,23119
2024,Sandvikstorget,12011105,Bergen,NSR:Quay:53250,"5,32221","60,40703",687,226,"6463,0",54970,18092
2023,Sandvikstorget,12011110,Bergen,NSR:Quay:53249,"5,32254","60,40831",253,600,"6171,1",26541,63028
2024,Sandvikstorget,12011110,Bergen,NSR:Quay:53249,"5,32254","60,40831",269,626,"6338,5",21558,50099
2023,Sangoltskiftet,12452528,Øygarden,NSR:Quay:50618,"5,10119","60,25546",0,2,"45,3",16,181
2024,Sangoltskiftet,12452528,Øygarden,NSR:Quay:50618,"5,10119","60,25546",0,3,"46,6",34,273
2023,Sangoltskiftet,12452531,Øygarden,NSR:Quay:50619,"5,10143","60,25549",2,0,"34,3",174,16
2024,Sangoltskiftet,12452531,Øygarden,NSR:Quay:50619,"5,10143","60,25549",3,0,"39,4",215,24
2023,Sannes,12473705,Askøy,NSR:Quay:56715,"4,97883","60,55042",0,0,"13,3",20,2
2024,Sannes,12473705,Askøy,NSR:Quay:56715,"4,97883","60,55042",0,0,"14,8",14,2
2023,Sannes,12473712,Askøy,NSR:Quay:56714,"4,97892","60,55101",0,0,"12,9",0,24
2024,Sannes,12473712,Askøy,NSR:Quay:56714,"4,97892","60,55101",0,0,"14,2",1,17
2023,Saudalen,12011344,Bergen,NSR:Quay:53719,"5,25848","60,48006",2,22,"395,7",194,2277
2024,Saudalen,12011344,Bergen,NSR:Quay:53719,"5,25848","60,48006",2,27,"389,6",163,2165
2023,Saudalskleivane,12011346,Bergen,NSR:Quay:53722,"5,25732","60,48224",2,36,"363,1",250,3735
2024,Saudalskleivane,12011346,Bergen,NSR:Quay:53722,"5,25732","60,48224",1,33,"358,4",103,2671
2023,Saudalskleivane,12011347,Bergen,NSR:Quay:53723,"5,2576","60,48063",52,4,"404,5",5469,459
2024,Saudalskleivane,12011347,Bergen,NSR:Quay:53723,"5,2576","60,48063",54,4,"406,6",4299,312
2023,Sauøy,12593212,Øygarden,NSR:Quay:55610,"4,85148","60,58993",0,0,"51,5",13,29
2024,Sauøy,12593212,Øygarden,NSR:Quay:55610,"4,85148","60,58993",0,0,"57,2",10,25
2023,Seilforeningen,12011735,Bergen,NSR:Quay:54685,"5,24982","60,26138",17,2,"214,7",1826,190
2024,Seilforeningen,12011735,Bergen,NSR:Quay:54685,"5,24982","60,26138",17,2,"215,1",1379,126
2023,Seilforeningen,12011744,Bergen,NSR:Quay:54684,"5,24931","60,26142",3,17,"197,2",298,1795
2024,Seilforeningen,12011744,Bergen,NSR:Quay:54684,"5,24931","60,26142",3,18,"200,2",209,1437
2023,Seimsmarka,12014213,Bergen,NSR:Quay:55463,"5,46271","60,43861",13,1,"91,8",1385,59
2024,Seimsmarka,12014213,Bergen,NSR:Quay:55463,"5,46271","60,43861",13,1,"99,5",1054,64
2023,Seimsmarka,12014214,Bergen,NSR:Quay:55464,"5,46289","60,43894",1,20,"99,4",129,2129
2024,Seimsmarka,12014214,Bergen,NSR:Quay:55464,"5,46289","60,43894",1,22,"108,7",114,1793
2023,Sekkingstad,12462932,Øygarden,NSR:Quay:52173,"4,98547","60,35992",0,0,"20,5",15,40
2024,Sekkingstad,12462932,Øygarden,NSR:Quay:52173,"4,98547","60,35992",0,0,"21,1",16,17
2023,Sekkingstad,12462933,Øygarden,NSR:Quay:52175,"4,98534","60,3596",0,0,"24,2",35,16
2024,Sekkingstad,12462933,Øygarden,NSR:Quay:52175,"4,98534","60,3596",0,0,"23,9",30,10
2023,"Sekkingstad, Lillebø",12462934,Øygarden,NSR:Quay:52182,"4,98617","60,3569",0,2,"20,7",47,170
2024,"Sekkingstad, Lillebø",12462934,Øygarden,NSR:Quay:52182,"4,98617","60,3569",1,1,"21,1",40,85
2023,"Sekkingstad, Lillebø",12462935,Øygarden,NSR:Quay:52183,"4,98598","60,3568",1,0,"25,2",137,39
2024,"Sekkingstad, Lillebø",12462935,Øygarden,NSR:Quay:52183,"4,98598","60,3568",1,0,"24,7",89,30
2023,Sekundærstasjon,12011546,Bergen,NSR:Quay:54173,"5,38157","60,3286",1,2,"268,9",58,189
2024,Sekundærstasjon,12011546,Bergen,NSR:Quay:54173,"5,38157","60,3286",1,1,"293,3",44,117
2023,Sekundærstasjon,12011547,Bergen,NSR:Quay:54174,"5,37949","60,32759",1,0,"268,2",114,33
2024,Sekundærstasjon,12011547,Bergen,NSR:Quay:54174,"5,37949","60,32759",1,0,"284,0",82,29
2023,Selbjørn bru,12447130,Austevoll,NSR:Quay:50261,"5,20319","60,01704",0,0,"9,1",0,1
2024,Selbjørn bru,12447130,Austevoll,NSR:Quay:50261,"5,20319","60,01704",0,0,"9,3",0,2
2023,Selbjørn bru,12447139,Austevoll,NSR:Quay:50262,"5,20369","60,01716",0,0,"5,9",7,1
2024,Selbjørn bru,12447139,Austevoll,NSR:Quay:50262,"5,20369","60,01716",0,0,"5,8",12,1
2023,Selbjørn skule,12447240,Austevoll,NSR:Quay:50357,"5,20116","60,0047",0,1,"8,5",37,84
2024,Selbjørn skule,12447240,Austevoll,NSR:Quay:50357,"5,20116","60,0047",0,1,"8,4",31,92
2023,Seljedalen skole,12012188,Bergen,NSR:Quay:54961,"5,28446","60,35953",3,9,"117,7",296,943
2024,Seljedalen skole,12012188,Bergen,NSR:Quay:54961,"5,28446","60,35953",3,8,"122,5",210,651
2023,Seljedalen skole,12012189,Bergen,NSR:Quay:54960,"5,28429","60,3602",7,4,"175,1",782,464
2024,Seljedalen skole,12012189,Bergen,NSR:Quay:54960,"5,28429","60,3602",6,5,"185,0",494,424
2023,Sellevoll,12635109,Alver,NSR:Quay:56475,"5,21348","60,60737",0,0,"4,9",0,0
2024,Sellevoll,12635109,Alver,NSR:Quay:56475,"5,21348","60,60737",0,0,"4,9",0,0
2023,Sellevoll,12635116,Alver,NSR:Quay:56474,"5,21365","60,60746",0,0,"3,7",0,0
2024,Sellevoll,12635116,Alver,NSR:Quay:56474,"5,21365","60,60746",0,0,"3,6",0,0
2023,Sellevoll barnehage,12635107,Alver,NSR:Quay:56468,"5,21228","60,61009",0,0,"4,9",24,0
2024,Sellevoll barnehage,12635107,Alver,NSR:Quay:56468,"5,21228","60,61009",0,0,"4,9",17,0
2023,Sellevoll barnehage,12635118,Alver,NSR:Quay:56470,"5,21251","60,61014",0,0,"3,4",4,41
2024,Sellevoll barnehage,12635118,Alver,NSR:Quay:56470,"5,21251","60,61014",0,0,"3,5",2,12
2023,Sellevoll nord,12635105,Alver,NSR:Quay:56457,"5,21445","60,6128",1,0,"4,6",63,0
2024,Sellevoll nord,12635105,Alver,NSR:Quay:56457,"5,21445","60,6128",0,0,"4,7",19,0
2023,Sellevoll nord,12635120,Alver,NSR:Quay:56458,"5,21464","60,61271",0,0,"3,4",0,3
2024,Sellevoll nord,12635120,Alver,NSR:Quay:56458,"5,21464","60,61271",0,0,"3,2",1,26
2023,Sellevoll sør,12635111,Alver,NSR:Quay:56487,"5,21412","60,60589",0,0,"5,2",34,0
2024,Sellevoll sør,12635111,Alver,NSR:Quay:56487,"5,21412","60,60589",0,0,"5,1",20,0
2023,Sellevoll sør,12635114,Alver,NSR:Quay:56486,"5,21434","60,60596",0,0,"3,7",0,14
2024,Sellevoll sør,12635114,Alver,NSR:Quay:56486,"5,21434","60,60596",0,0,"3,6",0,9
2023,Selstø,12452711,Øygarden,NSR:Quay:50932,"4,9979","60,2516",2,0,"16,4",234,4
2024,Selstø,12452711,Øygarden,NSR:Quay:50932,"4,9979","60,2516",3,0,"18,8",232,10
2023,Selstø,12452712,Øygarden,NSR:Quay:50933,"4,99668","60,25203",0,2,"13,2",1,203
2024,Selstø,12452712,Øygarden,NSR:Quay:50933,"4,99668","60,25203",0,3,"14,6",4,209
2023,Selvikveien,12011242,Bergen,NSR:Quay:53477,"5,3234","60,43964",5,10,"321,1",510,1045
2024,Selvikveien,12011242,Bergen,NSR:Quay:53477,"5,3234","60,43964",6,10,"324,0",457,824
2023,Selvikveien,12011243,Bergen,NSR:Quay:53475,"5,32324","60,43976",8,4,"274,3",857,454
2024,Selvikveien,12011243,Bergen,NSR:Quay:53475,"5,32324","60,43976",8,5,"279,4",629,432
2023,Sementbroen,12015517,Bergen,NSR:Quay:50394,"5,27267","60,3241",6,4,"331,0",631,391
2024,Sementbroen,12015517,Bergen,NSR:Quay:50394,"5,27267","60,3241",6,3,"338,1",441,252
2023,Sementbroen,12015526,Bergen,NSR:Quay:50396,"5,2747","60,3246",1,6,"181,4",102,599
2024,Sementbroen,12015526,Bergen,NSR:Quay:50396,"5,2747","60,3246",1,5,"180,4",60,393
2023,"Sementbroen, Bjørgeveien",12015567,Bergen,NSR:Quay:50392,"5,27386","60,32586",10,4,"168,6",1047,377
2024,"Sementbroen, Bjørgeveien",12015567,Bergen,NSR:Quay:50392,"5,27386","60,32586",11,4,"174,6",909,319
2023,"Sementbroen, Bjørgeveien",12015582,Bergen,NSR:Quay:50393,"5,27357","60,3264",5,8,"133,5",498,807
2024,"Sementbroen, Bjørgeveien",12015582,Bergen,NSR:Quay:50393,"5,27357","60,3264",4,8,"143,9",342,659
2023,Sikthaugen,12012108,Bergen,NSR:Quay:54825,"5,29631","60,36092",68,231,"1501,9",7176,24269
2024,Sikthaugen,12012108,Bergen,NSR:Quay:54825,"5,29631","60,36092",69,228,"1530,7",5534,18214
2023,Sikthaugen,12012111,Bergen,NSR:Quay:54826,"5,29651","60,3608",238,92,"1735,4",24995,9700
2024,Sikthaugen,12012111,Bergen,NSR:Quay:54826,"5,29651","60,3608",241,96,"1780,4",19269,7690
2023,Sikthaugen Terrasse,12015112,Bergen,NSR:Quay:55744,"5,30093","60,35911",10,60,"605,2",1020,6337
2024,Sikthaugen Terrasse,12015112,Bergen,NSR:Quay:55744,"5,30093","60,35911",12,64,"609,8",960,5104
2023,Sikthaugen Terrasse,12015113,Bergen,NSR:Quay:55743,"5,30089","60,35964",50,9,"560,1",5229,921
2024,Sikthaugen Terrasse,12015113,Bergen,NSR:Quay:55743,"5,30089","60,35964",49,10,"557,7",3910,815
2023,Sjøbrotet,12015357,Bergen,NSR:Quay:49916,"5,44531","60,45414",3,2,"153,0",352,208
2024,Sjøbrotet,12015357,Bergen,NSR:Quay:49916,"5,44531","60,45414",3,2,"158,6",215,188
2023,Sjøbrotet,12015358,Bergen,NSR:Quay:49917,"5,44514","60,45409",2,4,"153,2",225,368
2024,Sjøbrotet,12015358,Bergen,NSR:Quay:49917,"5,44514","60,45409",3,3,"167,3",242,235
2023,Sjøfarendes aldershjem,12011058,Bergen,NSR:Quay:100228,"5,30514","60,39878",34,95,"98,8",3590,9937
2024,Sjøfarendes aldershjem,12011058,Bergen,NSR:Quay:100228,"5,30514","60,39878",35,118,"116,4",2809,9452
2023,Sjøkrigsskoleveien,12012162,Bergen,NSR:Quay:54912,"5,26786","60,38678",0,14,"57,4",38,1423
2024,Sjøkrigsskoleveien,12012162,Bergen,NSR:Quay:54912,"5,26786","60,38678",0,12,"63,7",38,976
2023,Sjøkrigsskoleveien,12012163,Bergen,NSR:Quay:54911,"5,26829","60,38664",21,1,"94,9",2229,135
2024,Sjøkrigsskoleveien,12012163,Bergen,NSR:Quay:54911,"5,26829","60,38664",26,1,"104,9",2089,56
2023,Sjøveien,12011286,Bergen,NSR:Quay:53585,"5,29353","60,4561",5,32,"114,2",517,3376
2024,Sjøveien,12011286,Bergen,NSR:Quay:53585,"5,29353","60,4561",4,32,"107,9",350,2580
2023,Sjøveien,12011287,Bergen,NSR:Quay:53584,"5,29509","60,45553",31,6,"163,9",3242,595
2024,Sjøveien,12011287,Bergen,NSR:Quay:53584,"5,29509","60,45553",31,6,"160,8",2486,446
2023,Skage,12015612,Bergen,NSR:Quay:50716,"5,29176","60,28674",0,0,"4,9",8,9
2024,Skage,12015612,Bergen,NSR:Quay:50716,"5,29176","60,28674",0,0,"5,4",11,9
2023,Skage,12015617,Bergen,NSR:Quay:50717,"5,29177","60,28659",0,0,"3,1",6,2
2024,Skage,12015617,Bergen,NSR:Quay:50717,"5,29177","60,28659",0,0,"4,0",2,1
2023,Skansen,12012382,Bergen,NSR:Quay:55287,"5,18428","60,34322",1,3,"51,8",139,346
2024,Skansen,12012382,Bergen,NSR:Quay:55287,"5,18428","60,34322",2,4,"73,8",129,300
2023,Skansen,12012383,Bergen,NSR:Quay:55286,"5,18432","60,34306",2,0,"55,8",231,26
2024,Skansen,12012383,Bergen,NSR:Quay:55286,"5,18432","60,34306",2,0,"78,7",163,28
2023,Skansen,12472363,Askøy,NSR:Quay:55293,"5,20806","60,42292",0,0,"245,7",32,31
2024,Skansen,12472363,Askøy,NSR:Quay:55293,"5,20806","60,42292",1,0,"274,4",47,12
2023,Skansen,12472378,Askøy,NSR:Quay:55292,"5,20824","60,42296",0,1,"252,6",4,122
2024,Skansen,12472378,Askøy,NSR:Quay:55292,"5,20824","60,42296",0,1,"268,7",1,96
2023,Skansen,12635102,Alver,NSR:Quay:55296,"5,2382","60,58337",0,0,"4,4",2,46
2024,Skansen,12635102,Alver,NSR:Quay:55296,"5,2382","60,58337",0,0,"4,5",2,28
2023,Skansen,12635123,Alver,NSR:Quay:55297,"5,23797","60,58313",1,0,"7,0",57,0
2024,Skansen,12635123,Alver,NSR:Quay:55297,"5,23797","60,58313",0,0,"6,8",26,0
2023,"Skansen, Herdlesundet",12473711,Askøy,NSR:Quay:56733,"4,96636","60,55995",1,0,"11,4",156,8
2024,"Skansen, Herdlesundet",12473711,Askøy,NSR:Quay:56733,"4,96636","60,55995",1,0,"13,4",116,11
2023,"Skansen, Herdlesundet",12473718,Askøy,NSR:Quay:56734,"4,96561","60,56019",0,1,"10,6",3,92
2024,"Skansen, Herdlesundet",12473718,Askøy,NSR:Quay:56734,"4,96561","60,56019",0,1,"12,0",3,97
2023,Skare,12012362,Bergen,NSR:Quay:55238,"5,21154","60,33403",14,60,"194,5",1475,6289
2024,Skare,12012362,Bergen,NSR:Quay:55238,"5,21154","60,33403",14,56,"222,6",1115,4515
2023,Skare,12012363,Bergen,NSR:Quay:55239,"5,21381","60,334",47,7,"237,3",4892,712
2024,Skare,12012363,Bergen,NSR:Quay:55239,"5,21381","60,334",42,8,"262,2",3373,674
2023,Skare,12635202,Alver,NSR:Quay:55245,"5,21005","60,62847",0,0,"2,9",7,16
2024,Skare,12635202,Alver,NSR:Quay:55245,"5,21005","60,62847",0,0,"2,8",0,29
2023,Skare,12635213,Alver,NSR:Quay:55244,"5,20983","60,62844",0,0,"3,9",3,0
2024,Skare,12635213,Alver,NSR:Quay:55244,"5,20983","60,62844",0,0,"4,2",32,5
2023,Skaret,12015541,Bergen,NSR:Quay:50519,"5,41801","60,30459",1,0,"11,1",46,0
2024,Skaret,12015541,Bergen,NSR:Quay:50519,"5,41801","60,30459",1,0,"12,6",44,0
2023,Skaret,12015568,Bergen,NSR:Quay:50520,"5,41779","60,3046",0,1,"9,3",3,29
2024,Skaret,12015568,Bergen,NSR:Quay:50520,"5,41779","60,3046",0,0,"9,5",1,19
2023,Skaretoppen,12012364,Bergen,NSR:Quay:55249,"5,20782","60,33391",3,23,"174,9",301,2387
2024,Skaretoppen,12012364,Bergen,NSR:Quay:55249,"5,20782","60,33391",2,24,"201,1",176,1907
2023,Skaretoppen,12012365,Bergen,NSR:Quay:55247,"5,20902","60,3339",32,11,"197,9",3381,1158
2024,Skaretoppen,12012365,Bergen,NSR:Quay:55247,"5,20902","60,3339",33,9,"228,7",2618,699
2023,Skarholmen,12472327,Askøy,NSR:Quay:56018,"5,20853","60,40111",4,1,"124,8",370,133
2024,Skarholmen,12472327,Askøy,NSR:Quay:56018,"5,20853","60,40111",5,1,"144,9",388,80
2023,Skarholmen,12472338,Askøy,NSR:Quay:56019,"5,20828","60,40121",1,3,"119,1",138,307
2024,Skarholmen,12472338,Askøy,NSR:Quay:56019,"5,20828","60,40121",1,3,"133,8",113,254
2023,Skarholmshøyden,12472329,Askøy,NSR:Quay:56022,"5,19641","60,40329",3,1,"122,7",309,83
2024,Skarholmshøyden,12472329,Askøy,NSR:Quay:56022,"5,19641","60,40329",4,1,"141,1",303,56
2023,Skarholmshøyden,12472340,Askøy,NSR:Quay:56023,"5,19725","60,40315",1,3,"116,7",54,325
2024,Skarholmshøyden,12472340,Askøy,NSR:Quay:56023,"5,19725","60,40315",0,4,"130,3",35,327
2023,Skarphaugen,12012103,Bergen,NSR:Quay:54801,"5,28433","60,34856",68,103,"1193,7",7145,10861
2024,Skarphaugen,12012103,Bergen,NSR:Quay:54801,"5,28433","60,34856",62,102,"1235,3",4950,8129
2023,Skarphaugen,12012116,Bergen,NSR:Quay:54802,"5,28287","60,34863",101,80,"1191,9",10570,8353
2024,Skarphaugen,12012116,Bergen,NSR:Quay:54802,"5,28287","60,34863",105,82,"1280,4",8397,6578
2023,Skauge nord,12636941,Alver,NSR:Quay:57358,"5,26094","60,71565",0,0,"2,2",0,0
2024,Skauge nord,12636941,Alver,NSR:Quay:57358,"5,26094","60,71565",0,0,"2,4",0,0
2023,Skauge nord,12636944,Alver,NSR:Quay:57359,"5,26089","60,71572",0,0,"0,6",0,0
2024,Skauge nord,12636944,Alver,NSR:Quay:57359,"5,26089","60,71572",0,0,"0,5",1,0
2023,Skauge sør,12636939,Alver,NSR:Quay:57355,"5,26429","60,71375",0,0,"2,4",8,0
2024,Skauge sør,12636939,Alver,NSR:Quay:57355,"5,26429","60,71375",0,0,"2,6",6,0
2023,Skauge sør,12636942,Alver,NSR:Quay:57354,"5,26456","60,71354",0,0,"0,6",0,0
2024,Skauge sør,12636942,Alver,NSR:Quay:57354,"5,26456","60,71354",0,0,"0,5",0,0
2023,Skeie,12015629,Bergen,NSR:Quay:50773,"5,30398","60,28379",2,0,"8,3",90,5
2024,Skeie,12015629,Bergen,NSR:Quay:50773,"5,30398","60,28379",2,0,"9,2",84,6
2023,Skeie,12015636,Bergen,NSR:Quay:50772,"5,30168","60,28353",0,2,"8,5",10,82
2024,Skeie,12015636,Bergen,NSR:Quay:50772,"5,30168","60,28353",0,2,"8,6",11,80
2023,Skiftesvik,12472341,Askøy,NSR:Quay:56047,"5,18065","60,39998",5,0,"160,4",481,26
2024,Skiftesvik,12472341,Askøy,NSR:Quay:56047,"5,18065","60,39998",5,0,"184,2",370,26
2023,Skiftesvik,12472354,Askøy,NSR:Quay:56048,"5,18059","60,39989",1,8,"153,5",65,858
2024,Skiftesvik,12472354,Askøy,NSR:Quay:56048,"5,18059","60,39989",0,4,"177,8",36,338
2023,Skiftesvikhøyden,12472343,Askøy,NSR:Quay:56051,"5,18084","60,39724",4,0,"156,2",415,36
2024,Skiftesvikhøyden,12472343,Askøy,NSR:Quay:56051,"5,18084","60,39724",4,0,"180,0",351,20
2023,Skiftesvikhøyden,12472356,Askøy,NSR:Quay:56052,"5,18072","60,39734",1,4,"150,6",57,382
2024,Skiftesvikhøyden,12472356,Askøy,NSR:Quay:56052,"5,18072","60,39734",0,5,"173,6",24,367
2023,Skinstø,12015230,Bergen,NSR:Quay:49501,"5,29773","60,46939",28,46,"27,8",2946,4878
2024,Skinstø,12015230,Bergen,NSR:Quay:49501,"5,29773","60,46939",31,49,"30,8",2494,3920
2023,Skjelanger,12563703,Alver,NSR:Quay:58528,"4,97486","60,59725",0,0,"2,3",8,1
2024,Skjelanger,12563703,Alver,NSR:Quay:58528,"4,97486","60,59725",0,0,"2,2",2,0
2023,Skjelanger,12563714,Alver,NSR:Quay:58529,"4,97464","60,59737",0,0,"1,2",0,9
2024,Skjelanger,12563714,Alver,NSR:Quay:58529,"4,97464","60,59737",0,0,"1,1",2,8
2023,Skjelanger kai,12563718,Alver,NSR:Quay:58541,"4,9635","60,60065",3,2,"2,2",317,202
2024,Skjelanger kai,12563718,Alver,NSR:Quay:58541,"4,9635","60,60065",3,2,"2,2",222,131
2023,Skjelanger nord,12563701,Alver,NSR:Quay:58522,"4,96883","60,59955",0,0,"2,2",2,0
2024,Skjelanger nord,12563701,Alver,NSR:Quay:58522,"4,96883","60,59955",0,0,"2,1",0,0
2023,Skjelanger nord,12563716,Alver,NSR:Quay:58523,"4,96889","60,59967",0,0,"1,2",1,7
2024,Skjelanger nord,12563716,Alver,NSR:Quay:58523,"4,96889","60,59967",0,0,"1,1",0,0
2023,Skjelanger sør,12563705,Alver,NSR:Quay:58533,"4,98664","60,59777",0,0,"2,3",3,0
2024,Skjelanger sør,12563705,Alver,NSR:Quay:58533,"4,98664","60,59777",0,0,"2,2",4,1
2023,Skjelanger sør,12563712,Alver,NSR:Quay:58534,"4,98666","60,59788",0,0,"1,3",0,4
2024,Skjelanger sør,12563712,Alver,NSR:Quay:58534,"4,98666","60,59788",0,0,"1,2",0,5
2023,Skjenavatne,12462930,Øygarden,NSR:Quay:52166,"4,986","60,36401",0,0,"20,5",10,14
2024,Skjenavatne,12462930,Øygarden,NSR:Quay:52166,"4,986","60,36401",0,0,"21,1",10,7
2023,Skjenavatne,12462931,Øygarden,NSR:Quay:52165,"4,9859","60,36418",0,0,"24,1",9,10
2024,Skjenavatne,12462931,Øygarden,NSR:Quay:52165,"4,9859","60,36418",0,0,"23,7",7,19
2023,Skjenlien,12018310,Bergen,NSR:Quay:51902,"5,22601","60,37792",8,82,"453,7",875,8577
2024,Skjenlien,12018310,Bergen,NSR:Quay:51902,"5,22601","60,37792",7,78,"483,2",592,6254
2023,Skjenlien,12018311,Bergen,NSR:Quay:51900,"5,22633","60,37753",69,11,"484,3",7203,1183
2024,Skjenlien,12018311,Bergen,NSR:Quay:51900,"5,22633","60,37753",66,9,"527,9",5284,684
2023,Skjepet,12462522,Øygarden,NSR:Quay:51784,"5,08633","60,29161",0,0,"1,5",0,1
2024,Skjepet,12462522,Øygarden,NSR:Quay:51784,"5,08633","60,29161",0,0,"2,5",0,0
2023,Skjold,12593217,Øygarden,NSR:Quay:55621,"4,82226","60,615",1,0,"17,9",59,2
2024,Skjold,12593217,Øygarden,NSR:Quay:55621,"4,82226","60,615",1,0,"20,1",53,4
2023,Skjold,12593222,Øygarden,NSR:Quay:55622,"4,82177","60,61538",0,0,"13,4",0,6
2024,Skjold,12593222,Øygarden,NSR:Quay:55622,"4,82177","60,61538",0,0,"14,5",4,16
2023,Skjoldskiftet,12011560,Bergen,NSR:Quay:54096,"5,35728","60,31322",30,2,"357,0",3117,193
2024,Skjoldskiftet,12011560,Bergen,NSR:Quay:54096,"5,35728","60,31322",32,3,"384,0",2533,214
2023,Skjoldskiftet,12011561,Bergen,NSR:Quay:54094,"5,35704","60,31336",1,21,"322,5",61,2218
2024,Skjoldskiftet,12011561,Bergen,NSR:Quay:54094,"5,35704","60,31336",1,24,"338,9",42,1932
2023,Skodvin,12635903,Alver,NSR:Quay:56819,"5,22794","60,69026",0,0,"61,8",3,0
2024,Skodvin,12635903,Alver,NSR:Quay:56819,"5,22794","60,69026",0,0,"60,5",3,0
2023,Skodvin,12635906,Alver,NSR:Quay:56818,"5,22831","60,69133",0,0,"58,8",0,0
2024,Skodvin,12635906,Alver,NSR:Quay:56818,"5,22831","60,69133",0,0,"58,3",0,0
2023,Skodvin skule,12635901,Alver,NSR:Quay:56810,"5,22853","60,69584",0,0,"61,7",15,1
2024,Skodvin skule,12635901,Alver,NSR:Quay:56810,"5,22853","60,69584",0,0,"60,5",15,3
2023,Skodvin skule,12635908,Alver,NSR:Quay:56808,"5,22846","60,69581",0,0,"58,7",5,13
2024,Skodvin skule,12635908,Alver,NSR:Quay:56808,"5,22846","60,69581",0,0,"58,2",2,10
2023,Skoge,12452522,Øygarden,NSR:Quay:50602,"5,0875","60,26774",0,2,"49,6",17,249
2024,Skoge,12452522,Øygarden,NSR:Quay:50602,"5,0875","60,26774",0,3,"52,4",16,247
2023,Skoge,12452525,Øygarden,NSR:Quay:50601,"5,0876","60,26778",1,0,"37,5",121,14
2024,Skoge,12452525,Øygarden,NSR:Quay:50601,"5,0876","60,26778",1,0,"43,8",104,6
2023,Skoglien,12016400,Bergen,NSR:Quay:51094,"5,32601","60,3763",10,110,"948,7",1021,11575
2024,Skoglien,12016400,Bergen,NSR:Quay:51094,"5,32601","60,3763",10,126,"1025,3",768,10107
2023,Skoglien,12016401,Bergen,NSR:Quay:51095,"5,32659","60,37614",110,17,"1001,2",11574,1829
2024,Skoglien,12016401,Bergen,NSR:Quay:51095,"5,32659","60,37614",131,18,"1081,3",10478,1435
2023,Skogsskiftet terminal A,12452502,Øygarden,NSR:Quay:50567,"5,07361","60,26936",104,136,"101,2",10928,14263
2024,Skogsskiftet terminal A,12452502,Øygarden,NSR:Quay:50567,"5,07361","60,26936",159,16,"158,0",12682,1267
2023,Skogsskiftet terminal F,12452501,Øygarden,NSR:Quay:50561,"5,07359","60,26962",149,105,"137,1",15686,11020
2024,Skogsskiftet terminal F,12452501,Øygarden,NSR:Quay:50561,"5,07359","60,26962",66,239,"63,4",5300,19112
2023,Skogsvåg,12452526,Øygarden,NSR:Quay:50613,"5,09941","60,25815",0,3,"46,8",28,276
2024,Skogsvåg,12452526,Øygarden,NSR:Quay:50613,"5,09941","60,25815",0,3,"49,4",17,210
2023,Skogsvåg,12452529,Øygarden,NSR:Quay:50614,"5,09922","60,25849",2,0,"35,9",225,40
2024,Skogsvåg,12452529,Øygarden,NSR:Quay:50614,"5,09922","60,25849",2,0,"41,5",182,16
2023,Skogtun,12464491,Øygarden,NSR:Quay:53006,"5,01082","60,32269",0,0,"9,1",6,0
2024,Skogtun,12464491,Øygarden,NSR:Quay:53006,"5,01082","60,32269",0,0,"8,6",4,0
2023,Skogtun,12464494,Øygarden,NSR:Quay:53008,"5,01051","60,32273",0,1,"8,4",14,30
2024,Skogtun,12464494,Øygarden,NSR:Quay:53008,"5,01051","60,32273",0,1,"8,0",15,38
2023,Skogvik,12473429,Askøy,NSR:Quay:56230,"5,22651","60,45119",7,1,"84,8",760,70
2024,Skogvik,12473429,Askøy,NSR:Quay:56230,"5,22651","60,45119",6,0,"88,1",490,39
2023,Skogvik,12473432,Askøy,NSR:Quay:56229,"5,22645","60,45198",1,6,"77,3",124,647
2024,Skogvik,12473432,Askøy,NSR:Quay:56229,"5,22645","60,45198",1,4,"79,6",59,346
